date,quantity,payment_method,products_id,customer_id,sales_person_id
2/8/2022,1,jcb,111,374,8
9/20/2023,3,bankcard,120,180,19
1/29/2015,2,jcb,119,53,7
1/10/2016,1,jcb,97,527,4
5/16/2017,2,diners-club-us-ca,82,352,20
8/1/2011,4,china-unionpay,10,872,10
6/24/2018,5,jcb,77,17,12
11/26/2024,4,diners-club-enroute,78,797,14
5/2/2013,5,maestro,30,963,2
10/6/2022,5,diners-club-enroute,50,309,18
12/25/2012,5,jcb,83,436,11
1/8/2010,2,jcb,35,816,10
2/11/2003,5,maestro,34,556,4
5/23/2012,1,americanexpress,58,500,15
9/7/2012,1,visa,83,207,7
3/23/2013,4,jcb,129,281,2
12/10/2001,5,jcb,11,569,1
4/18/2012,1,bankcard,112,232,17
4/28/2007,4,jcb,57,516,9
8/17/2006,2,jcb,121,629,3
7/29/2024,1,instapayment,92,307,20
7/19/2014,5,jcb,186,556,6
9/18/2002,3,instapayment,172,596,7
7/1/2006,2,jcb,192,309,19
3/14/2010,3,jcb,53,146,20
8/27/2012,3,jcb,193,728,4
8/6/2021,5,jcb,34,838,13
12/14/2015,2,diners-club-enroute,160,387,5
2/25/2023,1,jcb,144,131,18
4/20/2008,5,jcb,59,973,2
10/13/2008,5,diners-club-us-ca,70,894,18
5/26/2005,4,jcb,92,471,11
12/31/2011,5,jcb,99,700,13
7/29/2004,5,jcb,107,951,9
8/25/2006,3,jcb,136,305,14
12/15/2004,2,jcb,43,789,7
4/1/2014,1,china-unionpay,196,448,7
2/8/2007,5,diners-club-carte-blanche,27,643,13
5/28/2021,4,jcb,60,128,12
8/21/2019,1,maestro,198,882,20
7/25/2021,4,jcb,122,285,13
11/29/2004,3,visa-electron,7,916,4
2/11/2004,5,diners-club-us-ca,2,790,10
9/4/2004,5,visa-electron,106,623,4
10/15/2021,1,diners-club-enroute,52,231,16
3/12/2004,4,jcb,114,867,6
4/19/2012,4,switch,163,579,9
7/15/2007,5,maestro,140,523,9
4/19/2013,2,mastercard,74,412,17
10/10/2020,1,jcb,42,227,16
2/9/2005,1,diners-club-carte-blanche,131,191,13
11/28/2025,2,jcb,184,99,5
3/19/2022,2,americanexpress,67,108,9
11/23/2002,2,jcb,124,470,11
7/11/2006,5,maestro,128,405,14
9/24/2023,1,mastercard,98,379,10
3/1/2012,2,diners-club-enroute,90,390,20
6/12/2011,5,bankcard,128,379,3
12/27/2013,1,laser,65,693,10
11/15/2003,1,jcb,179,633,5
10/22/2012,5,visa,67,601,15
1/28/2019,1,laser,56,155,1
11/1/2012,4,jcb,117,948,10
10/18/2022,4,americanexpress,62,530,12
5/25/2007,1,laser,178,142,20
6/10/2017,3,mastercard,24,64,8
12/22/2019,3,switch,85,419,13
6/18/2009,3,visa-electron,180,108,11
7/12/2013,3,visa-electron,72,892,14
8/19/2006,2,maestro,173,334,9
10/2/2006,3,jcb,187,201,4
12/23/2008,2,americanexpress,177,208,2
8/20/2023,3,maestro,19,138,2
1/14/2011,4,jcb,58,570,15
7/28/2025,2,jcb,153,121,7
5/13/2011,1,diners-club-carte-blanche,100,496,18
6/29/2025,1,visa-electron,9,935,11
7/19/2021,4,switch,143,128,11
8/31/2025,2,jcb,160,668,6
1/25/2007,4,instapayment,129,311,2
9/6/2010,4,jcb,158,619,14
10/1/2020,3,jcb,115,371,7
9/17/2008,3,switch,20,288,13
4/30/2007,5,visa-electron,63,690,20
7/9/2002,5,instapayment,189,879,16
12/26/2003,3,switch,80,946,15
2/28/2026,2,diners-club-carte-blanche,193,272,19
4/12/2003,4,switch,74,565,13
6/9/2005,2,bankcard,167,2,18
1/13/2011,3,mastercard,47,414,11
5/6/2008,2,jcb,113,905,7
8/19/2018,1,diners-club-us-ca,165,755,7
4/13/2008,4,jcb,190,27,10
2/18/2004,1,jcb,115,681,13
3/1/2008,2,jcb,193,641,10
9/1/2012,1,jcb,57,620,20
7/25/2017,2,china-unionpay,52,593,15
4/18/2006,4,maestro,164,100,4
9/7/2023,2,jcb,112,836,16
10/5/2015,5,laser,196,138,10
5/13/2024,2,jcb,139,879,20
4/12/2011,2,bankcard,90,893,13
11/29/2019,2,diners-club-enroute,113,208,3
4/5/2024,4,diners-club-us-ca,185,527,4
2/8/2014,4,jcb,116,757,13
10/16/2014,5,switch,133,610,5
11/20/2012,2,jcb,15,997,6
7/1/2005,1,jcb,133,749,4
9/1/2012,2,diners-club-enroute,22,35,6
12/10/2024,2,mastercard,71,885,16
12/18/2022,1,diners-club-us-ca,68,46,3
11/30/2015,2,switch,65,981,11
3/26/2011,1,switch,170,362,20
11/14/2006,5,bankcard,55,39,10
3/13/2016,2,solo,134,956,20
10/16/2025,5,laser,153,751,1
12/25/2018,1,jcb,162,646,20
11/14/2007,1,americanexpress,115,446,2
1/2/2026,5,jcb,94,28,4
11/13/2014,4,jcb,176,561,20
10/12/2005,2,china-unionpay,113,118,18
4/3/2017,4,maestro,79,392,1
6/10/2018,5,mastercard,19,760,10
11/17/2018,4,jcb,14,626,2
9/6/2017,5,jcb,85,939,8
7/31/2002,3,jcb,186,686,12
8/27/2004,2,jcb,68,679,19
8/8/2001,4,jcb,56,973,6
12/25/2024,4,jcb,47,967,4
3/16/2011,2,diners-club-carte-blanche,2,396,16
6/4/2024,1,mastercard,61,42,5
7/9/2025,3,mastercard,182,812,18
12/25/2006,2,diners-club-carte-blanche,159,925,3
3/24/2011,2,jcb,137,244,16
9/28/2001,3,jcb,171,939,8
9/21/2003,3,jcb,150,118,14
2/11/2019,4,laser,184,710,5
8/9/2022,2,jcb,117,152,4
2/6/2017,5,maestro,197,900,20
3/10/2019,2,jcb,115,445,14
10/14/2005,5,china-unionpay,171,83,13
1/8/2016,2,mastercard,193,366,13
4/12/2012,1,jcb,197,27,9
3/13/2003,2,jcb,32,654,12
3/15/2017,2,china-unionpay,138,926,8
9/30/2024,4,jcb,87,408,3
12/23/2021,3,mastercard,131,95,14
12/12/2024,3,americanexpress,66,149,8
10/18/2007,3,jcb,154,557,7
7/5/2008,4,diners-club-enroute,138,531,18
6/16/2004,3,switch,80,858,8
4/26/2022,3,americanexpress,140,111,15
12/15/2022,5,jcb,33,458,7
7/14/2022,5,visa-electron,119,940,5
7/10/2012,3,jcb,97,123,19
8/3/2004,3,jcb,36,846,10
3/15/2008,4,instapayment,25,492,20
9/20/2025,4,diners-club-enroute,13,326,15
1/4/2004,1,jcb,112,603,16
6/16/2010,1,diners-club-carte-blanche,60,124,17
6/2/2007,2,jcb,128,381,13
4/10/2024,3,jcb,84,764,18
7/29/2001,2,maestro,193,89,19
1/31/2005,4,solo,7,892,2
9/28/2007,5,maestro,173,848,17
7/10/2012,1,maestro,43,610,20
9/14/2023,3,mastercard,74,518,9
7/5/2010,1,switch,16,113,18
2/23/2008,4,jcb,133,249,19
11/25/2008,3,jcb,146,667,18
10/24/2016,3,maestro,85,81,6
12/23/2025,2,jcb,84,169,15
6/20/2017,3,jcb,34,341,19
8/6/2016,2,mastercard,122,610,14
8/1/2024,5,mastercard,82,929,6
10/7/2024,3,jcb,16,424,18
6/7/2003,1,laser,101,926,16
10/4/2023,4,visa,26,579,13
4/20/2008,2,diners-club-enroute,88,79,3
6/3/2013,4,jcb,56,320,8
10/27/2006,3,maestro,50,514,14
9/6/2008,5,maestro,146,825,13
5/18/2014,2,mastercard,2,213,17
10/5/2024,2,maestro,38,792,11
6/3/2025,1,americanexpress,135,35,4
2/3/2021,5,jcb,43,297,15
2/21/2022,4,mastercard,173,164,15
2/26/2007,4,jcb,172,32,2
7/22/2004,5,jcb,184,836,18
3/29/2012,4,jcb,28,160,2
11/14/2012,4,instapayment,92,861,11
12/15/2001,4,jcb,125,303,2
12/16/2021,5,china-unionpay,182,42,7
8/6/2006,3,china-unionpay,194,741,11
12/29/2017,2,switch,10,379,10
10/4/2021,1,solo,21,258,17
2/16/2013,4,jcb,79,762,2
8/2/2015,3,visa,107,292,10
2/26/2008,5,china-unionpay,43,12,8
6/27/2013,2,jcb,64,449,14
4/8/2016,3,jcb,41,79,16
8/27/2015,3,jcb,30,175,10
12/16/2018,4,jcb,124,366,14
7/10/2008,3,laser,140,792,8
10/6/2016,4,diners-club-carte-blanche,137,256,10
4/6/2014,1,jcb,82,162,3
10/21/2009,4,visa-electron,171,604,17
4/1/2019,5,jcb,164,627,7
12/11/2023,5,china-unionpay,69,881,5
11/25/2006,3,solo,14,149,13
10/16/2006,1,jcb,186,897,17
9/17/2003,4,jcb,126,982,7
8/29/2013,4,china-unionpay,9,834,15
1/18/2026,4,jcb,165,872,11
1/28/2004,4,visa-electron,96,328,14
8/7/2016,1,jcb,102,656,15
9/6/2001,2,jcb,144,798,1
9/28/2017,2,jcb,32,481,18
2/7/2021,4,maestro,87,965,8
4/18/2009,4,visa-electron,182,867,18
9/15/2010,5,laser,182,941,16
10/24/2008,5,bankcard,32,627,2
6/12/2017,5,maestro,101,392,1
9/21/2012,3,jcb,199,417,4
6/24/2015,5,mastercard,44,496,1
7/28/2019,3,jcb,189,641,4
1/15/2024,5,switch,64,71,11
7/21/2021,1,jcb,72,442,14
5/24/2015,2,americanexpress,192,722,15
7/2/2012,5,jcb,144,61,6
5/31/2024,3,mastercard,137,326,4
4/7/2015,5,laser,141,67,10
4/8/2010,1,mastercard,189,710,6
6/21/2017,1,jcb,53,869,6
5/30/2022,4,instapayment,74,535,9
3/18/2024,3,jcb,129,547,14
12/5/2015,1,maestro,118,677,9
12/19/2010,5,maestro,39,279,2
10/4/2004,4,jcb,9,382,5
12/1/2017,1,jcb,66,81,4
7/19/2020,5,jcb,56,746,1
6/17/2023,3,china-unionpay,45,452,4
11/30/2012,5,jcb,188,243,10
7/29/2016,4,diners-club-enroute,18,785,13
5/31/2018,2,mastercard,33,952,10
11/5/2011,5,americanexpress,132,983,9
4/3/2025,1,switch,84,419,8
2/10/2026,1,laser,64,406,13
4/30/2020,5,china-unionpay,174,849,3
11/4/2014,1,china-unionpay,106,601,14
8/11/2015,3,jcb,104,523,20
11/26/2004,3,visa,153,81,10
5/15/2019,1,jcb,1,412,3
1/23/2011,5,switch,149,668,20
8/1/2025,5,jcb,57,708,20
11/1/2008,1,mastercard,59,88,19
8/7/2007,1,bankcard,102,364,12
3/25/2019,5,maestro,4,362,18
11/23/2024,2,jcb,176,641,8
5/9/2003,1,jcb,28,244,1
6/2/2002,2,visa-electron,102,90,19
4/14/2013,5,maestro,160,128,15
3/1/2012,3,mastercard,151,82,19
9/13/2012,5,diners-club-international,163,888,20
12/25/2024,2,jcb,170,131,8
3/22/2011,5,jcb,180,260,8
1/18/2007,5,diners-club-enroute,100,88,3
3/2/2026,3,bankcard,45,872,4
4/16/2006,3,jcb,88,168,2
1/23/2003,4,jcb,58,952,14
5/4/2022,4,diners-club-enroute,200,173,4
8/13/2024,3,mastercard,151,610,10
5/16/2005,5,jcb,88,879,4
2/20/2023,1,jcb,117,884,8
5/13/2007,2,switch,11,54,10
8/6/2022,3,americanexpress,122,785,13
10/8/2008,3,jcb,51,626,4
10/23/2023,3,visa-electron,67,528,15
1/12/2020,3,china-unionpay,158,788,18
2/18/2002,5,jcb,129,385,5
3/10/2019,3,jcb,11,972,18
3/28/2021,5,diners-club-enroute,92,718,13
11/9/2002,2,switch,5,520,8
1/7/2018,3,bankcard,122,97,1
9/11/2009,5,mastercard,191,652,14
9/7/2021,1,mastercard,78,180,14
1/1/2009,5,visa,103,822,16
4/5/2010,5,mastercard,166,437,20
12/30/2008,2,americanexpress,88,520,3
11/6/2018,1,visa-electron,18,30,10
5/10/2009,2,jcb,188,812,20
10/26/2014,2,jcb,12,162,16
10/9/2020,4,switch,8,742,11
9/19/2010,2,jcb,117,555,14
1/14/2026,5,switch,97,349,1
1/10/2013,2,switch,181,608,12
4/25/2005,5,jcb,10,22,18
1/25/2008,5,jcb,29,307,2
7/11/2017,2,jcb,131,398,16
5/15/2008,1,jcb,39,974,3
12/8/2012,4,americanexpress,27,178,10
8/11/2003,1,jcb,147,723,5
11/29/2013,5,instapayment,139,805,6
7/21/2025,5,laser,63,539,9
10/7/2025,3,jcb,18,896,18
12/2/2002,4,switch,37,482,19
4/26/2003,4,diners-club-carte-blanche,112,549,4
9/2/2015,5,jcb,185,559,18
11/17/2001,5,visa,53,125,18
2/25/2022,5,jcb,136,167,9
12/26/2002,1,jcb,178,694,5
3/29/2009,5,jcb,18,740,2
7/13/2014,3,jcb,94,1,20
2/1/2004,3,jcb,44,42,13
4/4/2023,4,mastercard,4,617,20
10/11/2002,5,mastercard,150,728,6
4/14/2026,1,diners-club-enroute,50,669,14
5/15/2019,1,jcb,102,720,4
2/7/2012,5,jcb,143,290,6
11/23/2023,2,jcb,103,83,19
11/11/2024,2,diners-club-carte-blanche,91,648,17
5/29/2018,4,jcb,133,326,5
8/2/2012,1,jcb,176,878,19
1/26/2020,3,visa,159,952,2
2/21/2012,5,mastercard,129,954,2
4/25/2008,5,jcb,126,63,5
6/30/2005,3,jcb,36,814,16
5/15/2009,2,americanexpress,22,35,8
5/21/2022,1,jcb,102,883,2
4/4/2020,1,jcb,33,949,3
10/7/2013,2,jcb,180,466,18
6/2/2014,5,jcb,20,535,14
10/2/2010,2,mastercard,33,494,11
6/20/2017,4,mastercard,48,236,3
11/17/2002,1,china-unionpay,89,36,20
11/3/2010,4,jcb,81,848,14
6/10/2020,5,mastercard,102,932,2
10/21/2022,3,jcb,25,387,4
6/26/2006,3,jcb,45,615,18
6/5/2008,5,maestro,161,811,14
7/30/2010,3,jcb,79,649,16
12/14/2019,4,mastercard,72,596,15
5/25/2002,2,americanexpress,69,607,17
10/31/2002,2,americanexpress,144,231,8
12/8/2014,3,switch,107,395,3
12/11/2022,2,americanexpress,110,651,9
12/15/2014,5,jcb,99,124,11
3/14/2008,5,jcb,149,894,19
8/26/2009,3,diners-club-carte-blanche,24,83,11
8/27/2017,2,instapayment,79,669,5
4/25/2007,1,jcb,11,19,10
9/30/2004,4,diners-club-carte-blanche,184,672,13
6/15/2009,2,jcb,5,72,20
8/17/2016,2,jcb,111,366,1
2/5/2009,3,jcb,144,313,1
6/13/2018,5,laser,10,73,19
3/30/2024,5,visa-electron,175,87,12
7/15/2014,5,diners-club-carte-blanche,33,496,16
10/2/2009,4,diners-club-carte-blanche,158,862,5
4/14/2018,4,maestro,65,409,2
1/24/2008,3,visa-electron,100,985,10
12/11/2015,1,diners-club-enroute,108,512,1
3/18/2021,3,jcb,177,492,1
4/16/2026,2,mastercard,98,304,18
5/4/2010,1,diners-club-enroute,83,676,20
1/2/2020,4,jcb,62,349,17
1/15/2012,3,maestro,110,727,4
12/28/2002,3,jcb,159,727,11
11/10/2006,2,jcb,54,66,15
1/19/2018,2,solo,43,99,15
8/11/2007,2,diners-club-enroute,21,24,8
1/8/2021,4,jcb,156,719,1
12/9/2020,5,maestro,122,328,20
3/19/2020,5,jcb,3,273,2
6/7/2001,3,diners-club-international,159,70,5
10/29/2022,5,bankcard,157,597,6
8/26/2010,5,jcb,57,56,1
11/21/2004,3,americanexpress,190,275,6
7/23/2020,4,switch,33,623,18
1/21/2008,4,china-unionpay,127,315,1
10/12/2015,1,jcb,77,496,4
2/1/2012,5,americanexpress,112,44,1
5/10/2017,4,mastercard,190,685,2
5/5/2014,3,jcb,77,858,1
1/28/2012,4,jcb,30,463,3
9/2/2018,2,visa-electron,34,296,19
6/19/2008,3,jcb,196,826,1
2/27/2024,3,diners-club-carte-blanche,46,699,4
7/6/2022,2,jcb,178,546,2
4/4/2005,3,americanexpress,56,483,13
12/19/2020,3,diners-club-us-ca,164,110,7
6/13/2017,2,jcb,108,706,4
4/7/2024,4,visa,152,841,6
8/13/2005,5,jcb,55,350,15
8/26/2025,5,bankcard,77,908,18
1/15/2010,1,americanexpress,151,191,13
7/30/2025,1,jcb,173,718,2
4/15/2017,5,bankcard,59,986,4
11/5/2004,2,bankcard,49,835,15
12/5/2005,1,jcb,118,666,19
10/20/2013,1,jcb,5,374,20
3/26/2018,4,jcb,15,370,20
8/30/2006,2,switch,184,40,17
11/18/2025,2,jcb,165,436,8
7/18/2004,4,jcb,145,306,17
7/30/2020,5,jcb,180,986,3
7/11/2002,3,jcb,197,702,20
5/10/2008,1,jcb,124,992,4
10/24/2014,1,mastercard,92,864,7
2/21/2024,5,visa,5,249,14
1/14/2009,1,jcb,156,793,13
5/30/2002,3,mastercard,140,555,15
10/2/2004,4,visa,10,906,19
1/15/2013,1,mastercard,100,604,1
7/14/2025,3,mastercard,51,951,18
10/15/2023,4,jcb,32,360,10
3/22/2012,2,bankcard,41,775,11
2/1/2024,2,diners-club-carte-blanche,119,117,12
12/7/2012,3,solo,2,813,15
5/27/2017,4,jcb,66,114,6
1/19/2025,2,jcb,10,139,4
6/5/2006,4,laser,73,833,17
11/14/2001,4,jcb,63,247,11
11/10/2024,3,china-unionpay,187,340,1
5/12/2008,4,visa-electron,21,569,10
5/6/2018,4,switch,77,138,18
8/24/2009,1,visa-electron,105,84,7
12/12/2011,5,maestro,36,895,17
7/27/2014,5,laser,106,325,13
7/22/2020,4,jcb,60,859,1
9/7/2003,4,visa,24,46,15
5/27/2023,3,jcb,92,163,6
12/24/2007,4,mastercard,37,950,17
2/23/2009,5,solo,71,333,10
3/27/2002,2,jcb,195,556,8
5/8/2008,1,instapayment,109,166,19
3/10/2016,1,jcb,171,347,16
9/4/2003,2,americanexpress,78,421,10
5/4/2021,2,diners-club-carte-blanche,194,18,6
9/10/2022,2,bankcard,166,700,20
2/13/2008,5,jcb,8,893,18
4/4/2016,1,diners-club-enroute,184,174,14
10/12/2009,2,jcb,51,55,3
12/6/2002,3,americanexpress,108,868,11
5/26/2006,3,diners-club-enroute,37,814,16
8/10/2019,5,jcb,102,322,4
5/17/2001,4,switch,128,565,19
1/29/2017,4,jcb,70,440,3
11/13/2013,2,bankcard,52,177,8
9/13/2014,1,jcb,90,465,12
7/13/2019,1,maestro,15,124,7
6/20/2025,1,diners-club-carte-blanche,27,48,16
1/29/2007,4,maestro,117,566,16
10/30/2011,3,diners-club-international,161,820,4
5/7/2010,2,bankcard,48,4,3
8/9/2019,5,jcb,89,632,20
12/25/2001,1,jcb,156,231,5
6/19/2024,3,diners-club-enroute,12,297,6
1/8/2023,1,jcb,14,682,10
1/20/2014,4,visa,40,207,8
6/8/2022,3,jcb,7,337,15
4/4/2007,1,maestro,141,17,16
7/14/2005,3,jcb,169,512,17
9/29/2015,3,diners-club-carte-blanche,34,787,9
8/26/2024,3,switch,113,20,9
1/16/2002,4,jcb,173,684,10
11/8/2007,4,china-unionpay,141,59,16
9/24/2009,2,maestro,112,584,6
3/9/2009,1,jcb,189,646,16
5/14/2007,4,china-unionpay,156,327,19
2/13/2022,1,jcb,168,458,4
6/14/2012,2,switch,73,392,2
3/16/2019,1,jcb,47,595,9
10/21/2010,4,jcb,62,962,5
4/3/2019,2,diners-club-enroute,179,98,8
6/25/2019,3,jcb,28,128,3
5/13/2019,5,visa,19,719,10
7/2/2021,4,mastercard,28,131,17
5/15/2011,5,jcb,149,806,18
2/11/2005,2,visa,175,779,6
12/2/2021,3,americanexpress,104,847,1
11/24/2025,1,jcb,194,507,3
2/2/2006,2,jcb,107,639,15
7/26/2010,5,diners-club-us-ca,8,53,4
3/1/2023,1,jcb,12,173,11
8/14/2022,4,maestro,107,357,16
6/7/2011,3,jcb,17,509,16
2/8/2022,2,instapayment,72,483,5
4/19/2006,4,visa-electron,34,360,13
2/12/2020,2,switch,42,585,10
7/10/2006,5,diners-club-enroute,36,407,1
9/4/2017,2,switch,147,802,4
9/29/2009,4,diners-club-enroute,162,101,13
1/5/2002,5,jcb,107,313,1
9/15/2015,2,bankcard,51,486,13
10/17/2003,2,jcb,11,7,6
8/2/2010,5,switch,115,43,5
4/4/2023,2,maestro,62,815,4
4/21/2015,1,jcb,17,777,5
12/24/2001,4,mastercard,75,630,4
4/1/2014,1,jcb,25,263,17
5/5/2019,3,maestro,95,320,19
12/7/2012,4,jcb,69,845,4
5/16/2002,5,visa,176,217,17
12/31/2003,5,visa-electron,50,632,16
7/29/2022,5,china-unionpay,133,526,5
1/6/2011,1,jcb,155,550,18
3/16/2022,2,laser,84,275,1
2/2/2009,1,instapayment,170,623,16
1/13/2015,1,americanexpress,34,76,10
5/29/2017,1,jcb,118,116,8
3/13/2007,2,jcb,99,970,9
8/25/2004,3,mastercard,8,900,13
12/1/2008,5,bankcard,60,692,9
1/11/2007,3,jcb,116,156,15
12/2/2011,5,bankcard,148,561,10
4/6/2006,1,jcb,160,22,13
6/3/2014,3,jcb,39,876,2
7/19/2014,1,jcb,31,21,6
10/15/2016,5,jcb,124,220,5
4/2/2023,3,maestro,184,882,10
10/19/2001,4,jcb,181,373,4
4/24/2003,4,diners-club-carte-blanche,73,317,18
10/31/2008,3,americanexpress,75,857,12
7/23/2001,2,jcb,86,779,14
12/4/2024,5,jcb,60,499,8
12/20/2025,1,china-unionpay,103,42,7
3/9/2025,5,visa,114,162,3
7/11/2009,3,jcb,3,928,10
12/26/2012,5,instapayment,111,50,16
7/27/2019,2,china-unionpay,23,323,2
6/17/2025,5,bankcard,123,85,15
3/25/2009,2,mastercard,163,779,19
9/28/2006,5,diners-club-carte-blanche,28,476,4
3/27/2007,5,switch,180,978,4
11/28/2017,2,jcb,100,896,1
6/2/2004,1,jcb,82,292,14
9/25/2014,4,switch,58,134,19
9/29/2001,4,maestro,199,8,15
5/11/2025,2,visa,15,115,7
3/28/2014,5,bankcard,120,724,5
11/15/2003,5,visa,198,179,17
9/12/2022,2,jcb,111,193,7
3/29/2022,1,jcb,109,803,9
9/15/2007,3,maestro,158,537,2
12/15/2009,4,maestro,184,911,13
5/24/2002,5,diners-club-enroute,106,591,7
10/11/2021,1,jcb,119,156,12
4/12/2014,4,jcb,9,374,17
9/13/2016,3,jcb,131,112,19
4/2/2005,3,jcb,29,644,20
11/7/2012,3,jcb,65,342,11
6/10/2004,3,jcb,45,448,4
3/1/2003,1,diners-club-us-ca,128,344,8
12/10/2017,5,diners-club-carte-blanche,53,407,8
6/5/2006,4,jcb,175,23,5
10/24/2005,4,switch,85,241,19
10/9/2008,2,jcb,136,623,7
10/27/2007,2,mastercard,64,578,14
3/4/2022,1,diners-club-enroute,199,684,20
3/19/2025,2,jcb,34,166,11
12/23/2009,2,bankcard,200,301,7
1/23/2003,5,diners-club-enroute,169,552,13
7/7/2023,1,diners-club-carte-blanche,105,861,2
11/6/2006,3,americanexpress,175,429,17
4/15/2005,4,jcb,16,133,18
11/26/2025,5,jcb,162,332,5
5/30/2011,4,jcb,200,822,3
4/14/2026,5,china-unionpay,2,725,4
9/20/2007,1,mastercard,93,537,19
2/1/2021,2,americanexpress,22,108,7
6/29/2025,2,jcb,74,607,11
2/25/2012,2,diners-club-carte-blanche,20,185,6
11/19/2019,2,laser,163,250,1
12/5/2022,2,china-unionpay,64,795,8
1/25/2011,3,maestro,139,676,2
8/29/2019,3,bankcard,7,722,13
12/20/2014,5,maestro,131,841,8
11/29/2012,5,jcb,94,644,16
5/22/2009,1,jcb,102,292,1
9/15/2001,5,jcb,14,566,12
10/16/2022,4,jcb,148,764,3
2/21/2004,4,jcb,184,926,1
3/9/2005,3,switch,161,604,15
1/11/2026,2,diners-club-carte-blanche,155,166,5
11/21/2023,5,mastercard,1,100,5
2/13/2020,4,visa-electron,122,713,4
7/25/2003,3,americanexpress,27,631,13
9/3/2001,2,jcb,106,321,17
2/6/2004,4,solo,54,857,2
8/4/2021,2,diners-club-us-ca,63,99,6
4/10/2026,2,maestro,60,475,20
2/15/2019,1,jcb,47,298,3
10/15/2022,5,switch,105,138,10
3/30/2013,1,jcb,58,192,5
3/13/2009,5,maestro,182,492,6
6/21/2004,2,jcb,89,62,16
3/8/2009,5,jcb,81,569,7
1/23/2007,3,jcb,10,257,2
3/26/2019,2,jcb,191,586,17
12/3/2025,3,jcb,127,823,12
7/5/2017,2,jcb,176,511,20
1/6/2003,4,mastercard,84,589,9
6/23/2012,1,diners-club-carte-blanche,174,876,5
6/16/2020,2,switch,187,29,15
10/9/2008,1,diners-club-carte-blanche,196,57,20
11/9/2021,4,maestro,30,768,8
4/2/2010,3,jcb,109,318,3
5/17/2015,3,mastercard,89,611,15
1/16/2021,4,jcb,154,144,20
3/4/2004,5,visa-electron,151,172,20
6/13/2009,5,jcb,134,432,16
12/18/2020,4,jcb,74,329,6
6/4/2001,1,diners-club-carte-blanche,26,744,17
7/14/2002,1,visa,54,636,8
5/26/2018,5,diners-club-enroute,69,867,13
2/7/2004,3,jcb,61,889,12
2/8/2005,4,jcb,100,111,5
5/2/2009,4,mastercard,90,866,1
10/30/2017,2,diners-club-enroute,195,812,18
6/22/2003,4,jcb,96,386,12
8/10/2013,5,americanexpress,200,365,14
12/25/2008,4,jcb,144,834,1
12/12/2018,4,jcb,49,624,1
2/19/2003,5,china-unionpay,124,458,17
2/12/2016,3,mastercard,84,632,14
3/21/2009,5,diners-club-carte-blanche,109,203,12
1/15/2026,5,jcb,15,256,7
5/6/2018,1,switch,183,354,16
2/20/2017,3,maestro,136,594,19
9/26/2012,3,diners-club-carte-blanche,39,117,19
3/27/2014,2,jcb,186,153,19
11/8/2015,3,jcb,28,8,13
5/26/2001,3,jcb,118,550,20
10/26/2012,5,china-unionpay,182,320,15
5/23/2023,1,switch,27,245,13
11/17/2007,2,switch,92,675,5
8/7/2011,2,jcb,135,58,19
10/15/2024,1,americanexpress,157,892,20
11/17/2007,1,visa,131,778,18
11/6/2003,2,diners-club-enroute,81,206,14
1/2/2006,1,jcb,100,500,4
5/6/2020,4,mastercard,181,378,14
7/5/2020,1,jcb,175,665,7
9/13/2020,3,mastercard,196,472,16
2/17/2020,1,china-unionpay,65,970,18
12/7/2008,4,jcb,88,187,5
12/14/2015,4,switch,11,673,18
2/1/2003,2,americanexpress,170,486,2
9/26/2020,3,jcb,143,350,11
6/20/2008,3,jcb,159,535,6
8/1/2001,4,bankcard,197,844,2
6/19/2021,1,bankcard,74,78,14
6/20/2010,1,jcb,165,185,9
3/3/2002,1,jcb,38,401,6
6/16/2007,1,bankcard,71,59,4
8/9/2007,4,mastercard,91,391,13
10/31/2020,5,jcb,40,61,6
6/1/2011,3,visa-electron,154,626,11
7/8/2005,3,visa,143,134,5
6/25/2010,4,americanexpress,137,273,19
8/14/2002,1,visa-electron,175,842,12
11/4/2008,1,americanexpress,197,389,5
3/31/2020,4,mastercard,19,293,6
1/8/2006,3,switch,108,258,1
3/15/2026,3,diners-club-us-ca,65,218,11
4/23/2010,3,switch,127,636,10
3/17/2003,3,diners-club-carte-blanche,99,448,4
5/7/2004,5,jcb,195,19,7
8/19/2006,1,mastercard,98,569,8
9/15/2004,4,visa-electron,80,992,6
9/24/2005,2,mastercard,56,207,12
6/24/2013,4,diners-club-international,46,47,1
7/11/2018,2,mastercard,166,979,18
2/9/2026,4,americanexpress,96,518,14
10/20/2022,2,jcb,199,515,19
8/21/2023,5,jcb,146,500,11
5/31/2008,4,mastercard,44,993,14
3/21/2022,1,bankcard,47,322,1
10/12/2008,5,china-unionpay,128,849,18
7/1/2016,5,americanexpress,167,846,7
1/18/2003,3,diners-club-enroute,127,554,11
9/4/2012,1,diners-club-carte-blanche,28,374,18
5/4/2025,3,mastercard,66,948,4
7/21/2009,5,diners-club-enroute,61,327,13
11/26/2020,3,jcb,165,246,19
11/15/2009,1,visa-electron,136,432,7
6/30/2007,1,jcb,22,892,10
7/3/2008,5,mastercard,121,614,7
6/26/2017,1,jcb,125,122,13
3/29/2002,5,jcb,149,378,11
3/28/2004,4,diners-club-us-ca,124,111,8
8/20/2025,2,jcb,33,666,15
1/11/2007,1,china-unionpay,22,610,11
2/28/2006,2,switch,50,59,9
11/9/2018,2,jcb,119,635,15
12/20/2016,1,jcb,180,875,7
